               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 153,            0.037971,            0.032841,            0.013139,             0.69738,             0.65173,             0.69669,             0.42127,            0.036464,            0.019477,           0.0094357,            0.002476,            0.002476,            0.002476
                 154,            0.037886,            0.033312,            0.013004,             0.69616,             0.65204,             0.69685,             0.42136,            0.036458,            0.019472,           0.0094296,           0.0024265,           0.0024265,           0.0024265
                 155,            0.037962,             0.03308,            0.013024,             0.69836,              0.6514,             0.69715,             0.42163,            0.036452,            0.019465,           0.0094229,            0.002377,            0.002377,            0.002377
                 156,            0.037764,            0.032961,            0.012911,             0.69925,             0.65154,             0.69745,             0.42182,            0.036447,             0.01946,           0.0094197,           0.0023275,           0.0023275,           0.0023275
                 157,             0.03784,            0.032916,            0.012881,             0.69895,             0.65196,             0.69765,             0.42211,            0.036443,            0.019456,           0.0094163,            0.002278,            0.002278,            0.002278
                 158,            0.037698,            0.032779,            0.013039,             0.69817,             0.65357,             0.69773,             0.42254,            0.036437,            0.019453,           0.0094075,           0.0022285,           0.0022285,           0.0022285
                 159,            0.037733,            0.033228,            0.012837,             0.69789,              0.6533,             0.69791,             0.42288,            0.036433,            0.019447,           0.0093995,            0.002179,            0.002179,            0.002179
                 160,            0.037546,            0.032843,            0.012662,             0.69693,             0.65426,             0.69824,             0.42315,            0.036428,            0.019441,           0.0093918,           0.0021295,           0.0021295,           0.0021295
                 161,            0.037433,            0.032682,             0.01258,             0.69649,             0.65601,             0.69885,              0.4232,            0.036424,            0.019439,           0.0093818,             0.00208,             0.00208,             0.00208
                 162,            0.037364,            0.032679,            0.012616,             0.69455,             0.65775,             0.69906,             0.42331,             0.03642,            0.019433,            0.009374,           0.0020305,           0.0020305,           0.0020305
                 163,             0.03732,             0.03266,            0.012528,             0.69435,             0.65791,              0.6992,             0.42371,            0.036416,            0.019427,           0.0093675,            0.001981,            0.001981,            0.001981
                 164,            0.037181,            0.032548,            0.012436,              0.6927,             0.65909,             0.69977,             0.42402,            0.036413,            0.019423,           0.0093616,           0.0019315,           0.0019315,           0.0019315
                 165,            0.037283,             0.03273,            0.012575,             0.69401,             0.65841,             0.69992,             0.42398,            0.036409,            0.019418,           0.0093572,            0.001882,            0.001882,            0.001882
                 166,            0.037185,             0.03296,            0.012125,             0.69338,             0.66109,             0.70018,             0.42444,            0.036407,            0.019416,           0.0093544,           0.0018325,           0.0018325,           0.0018325
                 167,            0.037096,            0.032409,            0.012366,             0.69334,             0.66083,             0.70051,             0.42484,            0.036403,            0.019413,           0.0093505,            0.001783,            0.001783,            0.001783
                 168,            0.037013,            0.032651,            0.012098,             0.69564,             0.65921,             0.70094,             0.42495,            0.036402,            0.019408,           0.0093461,           0.0017335,           0.0017335,           0.0017335
                 169,            0.036987,            0.032798,            0.012056,             0.69803,             0.65833,             0.70111,              0.4251,            0.036401,            0.019404,           0.0093428,            0.001684,            0.001684,            0.001684
                 170,            0.036735,            0.032158,            0.012068,             0.69896,             0.65809,             0.70139,             0.42538,            0.036398,              0.0194,           0.0093433,           0.0016345,           0.0016345,           0.0016345
                 171,             0.03697,            0.032353,            0.011899,             0.70033,             0.65748,             0.70149,             0.42554,            0.036394,            0.019397,           0.0093429,            0.001585,            0.001585,            0.001585
                 172,            0.036933,            0.032116,            0.012036,             0.69886,             0.65882,             0.70167,             0.42567,            0.036392,            0.019392,            0.009348,           0.0015355,           0.0015355,           0.0015355
                 173,            0.036721,            0.032514,            0.011773,             0.69833,             0.65973,             0.70178,             0.42611,            0.036389,            0.019389,           0.0093452,            0.001486,            0.001486,            0.001486
                 174,            0.036521,            0.032112,            0.011628,             0.69866,             0.65931,             0.70197,             0.42607,            0.036383,            0.019385,           0.0093444,           0.0014365,           0.0014365,           0.0014365
                 175,            0.036634,            0.032037,            0.012009,             0.69854,             0.65997,             0.70233,             0.42624,            0.036379,            0.019381,           0.0093415,            0.001387,            0.001387,            0.001387
                 176,            0.036338,            0.032045,            0.011525,             0.70153,             0.65858,             0.70262,             0.42643,            0.036376,            0.019377,           0.0093421,           0.0013375,           0.0013375,           0.0013375
                 177,            0.036419,             0.03205,            0.011606,             0.70017,             0.65971,             0.70274,             0.42654,            0.036371,            0.019375,           0.0093403,            0.001288,            0.001288,            0.001288
                 178,            0.036215,             0.03194,            0.011759,              0.7009,             0.65946,             0.70289,             0.42651,             0.03637,            0.019373,           0.0093398,           0.0012385,           0.0012385,           0.0012385
                 179,            0.036301,            0.031875,            0.011548,             0.70386,             0.65589,             0.70315,             0.42663,            0.036369,            0.019368,           0.0093392,            0.001189,            0.001189,            0.001189
                 180,            0.036256,            0.031864,            0.011502,             0.70353,             0.65578,             0.70314,             0.42695,            0.036369,            0.019365,           0.0093371,           0.0011395,           0.0011395,           0.0011395
                 181,            0.036176,            0.031998,             0.01142,             0.70401,             0.65478,             0.70333,             0.42696,            0.036368,            0.019362,            0.009336,             0.00109,             0.00109,             0.00109
                 182,            0.036096,            0.032066,            0.011558,             0.70216,             0.65722,             0.70322,             0.42705,            0.036364,             0.01936,           0.0093354,           0.0010405,           0.0010405,           0.0010405
                 183,            0.035896,             0.03199,            0.011275,             0.70281,             0.65654,             0.70346,             0.42708,            0.036364,            0.019355,           0.0093356,            0.000991,            0.000991,            0.000991
                 184,            0.035844,            0.031531,            0.011359,             0.70197,             0.65808,             0.70373,             0.42746,            0.036363,            0.019352,           0.0093345,           0.0009415,           0.0009415,           0.0009415
                 185,            0.035913,            0.031866,            0.011083,             0.70141,             0.65767,             0.70357,             0.42762,            0.036362,             0.01935,           0.0093375,            0.000892,            0.000892,            0.000892
                 186,            0.035849,            0.031958,            0.011194,             0.70325,             0.65711,              0.7038,             0.42776,            0.036358,            0.019347,           0.0093387,           0.0008425,           0.0008425,           0.0008425
                 187,            0.035841,            0.031718,            0.010956,             0.70353,              0.6567,             0.70376,             0.42811,            0.036357,            0.019345,           0.0093398,            0.000793,            0.000793,            0.000793
                 188,            0.035774,             0.03163,            0.011225,             0.70423,             0.65751,             0.70431,             0.42835,            0.036358,            0.019343,           0.0093431,           0.0007435,           0.0007435,           0.0007435
                 189,            0.035779,            0.031308,            0.011051,             0.70504,             0.65677,             0.70422,              0.4285,            0.036356,            0.019342,           0.0093437,            0.000694,            0.000694,            0.000694
                 190,            0.035861,            0.031832,            0.010807,             0.70546,             0.65771,             0.70437,              0.4286,            0.036355,             0.01934,           0.0093441,           0.0006445,           0.0006445,           0.0006445
                 191,            0.035767,            0.031715,            0.010701,             0.70688,             0.65461,             0.70432,             0.42875,            0.036354,            0.019338,           0.0093427,            0.000595,            0.000595,            0.000595
                 192,             0.03537,            0.031442,            0.010719,             0.70684,             0.65508,             0.70458,             0.42859,            0.036355,            0.019337,           0.0093448,           0.0005455,           0.0005455,           0.0005455
                 193,            0.035412,            0.031494,            0.010594,             0.70722,             0.65473,             0.70472,             0.42877,            0.036356,            0.019336,           0.0093474,            0.000496,            0.000496,            0.000496
                 194,             0.03547,            0.031464,            0.010592,              0.7057,             0.65593,             0.70467,             0.42874,            0.036354,            0.019334,           0.0093488,           0.0004465,           0.0004465,           0.0004465
                 195,            0.035289,            0.031365,            0.010744,              0.7058,             0.65556,             0.70476,             0.42888,            0.036353,            0.019333,           0.0093501,            0.000397,            0.000397,            0.000397
                 196,            0.035221,            0.031316,            0.010469,             0.70661,             0.65614,             0.70482,             0.42911,            0.036353,            0.019331,           0.0093511,           0.0003475,           0.0003475,           0.0003475
                 197,            0.035227,            0.031388,            0.010452,             0.70706,             0.65622,             0.70494,             0.42923,            0.036353,            0.019332,            0.009353,            0.000298,            0.000298,            0.000298
                 198,            0.035117,              0.0314,             0.01035,             0.70529,              0.6568,             0.70497,             0.42908,            0.036351,            0.019329,           0.0093539,           0.0002485,           0.0002485,           0.0002485
                 199,            0.035103,            0.031483,            0.010292,             0.70524,              0.6568,             0.70475,             0.42886,            0.036352,            0.019327,           0.0093574,            0.000199,            0.000199,            0.000199
