               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 159,            0.037578,            0.033157,            0.012792,             0.70734,             0.65058,             0.69872,             0.42724,            0.036292,            0.019391,           0.0095815,            0.002179,            0.002179,            0.002179
                 160,            0.037499,            0.032934,            0.012623,             0.70724,             0.65115,             0.69884,             0.42761,            0.036286,            0.019386,           0.0095732,           0.0021295,           0.0021295,           0.0021295
                 161,             0.03741,            0.032634,            0.012664,             0.70592,             0.65207,             0.69896,             0.42767,             0.03628,            0.019381,           0.0095624,             0.00208,             0.00208,             0.00208
                 162,            0.037284,            0.032681,             0.01267,              0.7056,             0.65257,             0.69901,             0.42792,            0.036275,            0.019377,           0.0095539,           0.0020305,           0.0020305,           0.0020305
                 163,             0.03722,            0.032673,            0.012539,             0.70532,               0.653,             0.69902,             0.42837,             0.03627,            0.019371,           0.0095482,            0.001981,            0.001981,            0.001981
                 164,            0.037105,            0.032538,            0.012553,             0.70509,             0.65332,             0.69887,             0.42863,            0.036265,            0.019368,            0.009543,           0.0019315,           0.0019315,           0.0019315
                 165,            0.037228,            0.032733,            0.012692,             0.70514,             0.65293,             0.69932,             0.42872,            0.036261,            0.019363,           0.0095368,            0.001882,            0.001882,            0.001882
                 166,            0.037151,            0.032943,            0.012158,             0.70376,             0.65398,             0.69944,             0.42913,            0.036258,            0.019359,           0.0095291,           0.0018325,           0.0018325,           0.0018325
                 167,             0.03702,            0.032428,            0.012406,             0.70255,             0.65467,             0.69939,             0.42903,            0.036254,            0.019356,           0.0095284,            0.001783,            0.001783,            0.001783
                 168,            0.036895,            0.032688,            0.012195,             0.70359,             0.65403,             0.69953,              0.4295,            0.036248,            0.019353,           0.0095259,           0.0017335,           0.0017335,           0.0017335
                 169,            0.036932,            0.032808,            0.012204,             0.70355,             0.65443,             0.69978,              0.4297,            0.036243,            0.019348,            0.009519,            0.001684,            0.001684,            0.001684
                 170,             0.03663,            0.032168,            0.012048,             0.70468,             0.65386,             0.69994,             0.42993,            0.036239,            0.019343,           0.0095157,           0.0016345,           0.0016345,           0.0016345
                 171,            0.036898,            0.032422,            0.012089,             0.70451,             0.65488,             0.70009,             0.43008,            0.036233,             0.01934,           0.0095099,            0.001585,            0.001585,            0.001585
                 172,             0.03686,            0.032173,            0.011942,              0.7058,             0.65422,             0.70054,             0.43042,            0.036228,            0.019334,           0.0095026,           0.0015355,           0.0015355,           0.0015355
                 173,            0.036643,            0.032454,            0.011687,             0.70466,             0.65492,             0.70065,             0.43051,            0.036222,             0.01933,           0.0094983,            0.001486,            0.001486,            0.001486
                 174,            0.036486,            0.032104,             0.01195,             0.70698,              0.6543,             0.70081,             0.43079,            0.036217,            0.019327,           0.0094947,           0.0014365,           0.0014365,           0.0014365
                 175,            0.036498,            0.032012,            0.011976,             0.70842,             0.65352,              0.7008,             0.43123,            0.036215,            0.019323,           0.0094926,            0.001387,            0.001387,            0.001387
                 176,            0.036271,            0.032081,              0.0117,             0.71016,             0.65278,             0.70148,             0.43157,            0.036214,            0.019318,           0.0094895,           0.0013375,           0.0013375,           0.0013375
                 177,            0.036412,            0.032033,            0.011718,             0.71051,             0.65191,             0.70129,             0.43166,            0.036213,            0.019314,           0.0094906,            0.001288,            0.001288,            0.001288
                 178,            0.036151,            0.032002,            0.011897,             0.70995,             0.65269,             0.70177,             0.43188,            0.036211,             0.01931,           0.0094852,           0.0012385,           0.0012385,           0.0012385
                 179,            0.036199,             0.03188,            0.011573,             0.70857,             0.65406,             0.70195,             0.43197,            0.036209,            0.019308,           0.0094795,            0.001189,            0.001189,            0.001189
                 180,            0.036149,            0.031868,            0.011578,             0.71092,             0.65267,              0.7023,             0.43218,            0.036206,            0.019302,           0.0094748,           0.0011395,           0.0011395,           0.0011395
                 181,            0.036093,            0.031959,            0.011451,             0.71125,             0.65215,             0.70234,             0.43246,            0.036203,            0.019299,           0.0094718,             0.00109,             0.00109,             0.00109
                 182,            0.036061,            0.032088,            0.011614,             0.71217,             0.65169,             0.70274,             0.43259,            0.036199,            0.019296,           0.0094676,           0.0010405,           0.0010405,           0.0010405
                 183,            0.035898,            0.032008,            0.011271,             0.71275,             0.65213,             0.70315,             0.43279,            0.036197,            0.019292,           0.0094625,            0.000991,            0.000991,            0.000991
                 184,            0.035774,            0.031529,            0.011371,             0.71228,             0.65198,             0.70331,              0.4329,            0.036194,            0.019289,           0.0094584,           0.0009415,           0.0009415,           0.0009415
                 185,            0.035831,            0.031847,            0.011064,             0.71161,             0.65302,              0.7031,             0.43295,            0.036193,            0.019285,           0.0094548,            0.000892,            0.000892,            0.000892
                 186,            0.035839,            0.031963,            0.011217,             0.71208,             0.65228,             0.70312,             0.43329,            0.036191,             0.01928,           0.0094517,           0.0008425,           0.0008425,           0.0008425
                 187,            0.035709,            0.031713,            0.011091,             0.71318,             0.65205,             0.70292,              0.4335,            0.036192,            0.019276,           0.0094481,            0.000793,            0.000793,            0.000793
                 188,            0.035704,             0.03158,            0.011351,             0.71235,             0.65261,             0.70279,             0.43367,            0.036189,            0.019274,           0.0094457,           0.0007435,           0.0007435,           0.0007435
                 189,            0.035708,             0.03134,              0.0111,             0.71339,             0.65328,             0.70277,             0.43353,            0.036186,            0.019272,           0.0094427,            0.000694,            0.000694,            0.000694
                 190,            0.035754,            0.031821,            0.010857,             0.71366,             0.65397,             0.70325,             0.43404,            0.036185,            0.019268,           0.0094383,           0.0006445,           0.0006445,           0.0006445
                 191,            0.035608,            0.031717,            0.010835,             0.71385,             0.65346,             0.70305,             0.43419,            0.036181,            0.019265,           0.0094347,            0.000595,            0.000595,            0.000595
                 192,            0.035265,            0.031445,            0.010697,             0.71166,             0.65597,             0.70322,             0.43413,            0.036179,            0.019263,           0.0094323,           0.0005455,           0.0005455,           0.0005455
                 193,            0.035341,            0.031472,            0.010772,             0.71023,             0.65672,             0.70332,             0.43435,            0.036178,             0.01926,           0.0094305,            0.000496,            0.000496,            0.000496
                 194,            0.035336,            0.031472,            0.010548,             0.71181,             0.65579,             0.70319,             0.43419,            0.036176,            0.019259,           0.0094276,           0.0004465,           0.0004465,           0.0004465
                 195,            0.035166,            0.031335,            0.010751,             0.71583,             0.65459,             0.70352,             0.43446,            0.036173,            0.019256,           0.0094222,            0.000397,            0.000397,            0.000397
                 196,             0.03513,             0.03129,            0.010561,             0.71592,             0.65434,             0.70365,             0.43458,            0.036174,            0.019252,           0.0094215,           0.0003475,           0.0003475,           0.0003475
                 197,            0.035172,            0.031392,             0.01055,             0.71535,             0.65494,             0.70377,             0.43488,            0.036173,             0.01925,           0.0094183,            0.000298,            0.000298,            0.000298
                 198,            0.035049,            0.031407,             0.01039,             0.71666,             0.65495,             0.70399,             0.43487,            0.036171,            0.019248,           0.0094162,           0.0002485,           0.0002485,           0.0002485
                 199,            0.034983,            0.031468,            0.010374,             0.71427,             0.65626,             0.70411,             0.43501,            0.036166,            0.019245,           0.0094142,            0.000199,            0.000199,            0.000199
